timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1779136646850,1790,Get Products,200,OK,Products Read Test 3-38,text,true,,24119,369,120,245,http://localhost:3000/products,1790,0,4
1779136646858,1789,Get Products,200,OK,Products Read Test 3-42,text,true,,24119,369,120,245,http://localhost:3000/products,1789,0,2
1779136646962,1694,Get Products,200,OK,Products Read Test 3-3,text,true,,24119,369,120,245,http://localhost:3000/products,1694,0,0
1779136646869,1880,Get Products,200,OK,Products Read Test 3-46,text,true,,24119,369,126,263,http://localhost:3000/products,1879,0,2
1779136646978,1831,Get Products,200,OK,Products Read Test 3-15,text,true,,24119,369,130,263,http://localhost:3000/products,1831,0,0
1779136646876,1961,Get Products,200,OK,Products Read Test 3-43,text,true,,24119,369,130,264,http://localhost:3000/products,1961,0,2
1779136646917,1928,Get Products,200,OK,Products Read Test 3-45,text,true,,24119,369,131,266,http://localhost:3000/products,1928,0,2
1779136647038,1955,Get Products,200,OK,Products Read Test 3-51,text,true,,24119,369,137,286,http://localhost:3000/products,1955,0,2
1779136646957,2100,Get Products,200,OK,Products Read Test 3-47,text,true,,24119,369,140,279,http://localhost:3000/products,2100,0,2
1779136646977,2087,Get Products,200,OK,Products Read Test 3-48,text,true,,24119,369,141,282,http://localhost:3000/products,2087,0,2
1779136646996,2077,Get Products,200,OK,Products Read Test 3-49,text,true,,24119,369,141,282,http://localhost:3000/products,2076,0,2
1779136647017,2060,Get Products,200,OK,Products Read Test 3-50,text,true,,24119,369,141,283,http://localhost:3000/products,2060,0,1
1779136647028,2060,Get Products,200,OK,Products Read Test 3-54,text,true,,24119,369,142,285,http://localhost:3000/products,2060,0,2
1779136647057,2048,Get Products,200,OK,Products Read Test 3-52,text,true,,24119,369,142,285,http://localhost:3000/products,2048,0,2
1779136647217,2005,Get Products,200,OK,Products Read Test 3-20,text,true,,24119,369,149,305,http://localhost:3000/products,2005,0,0
1779136647287,1957,Get Products,200,OK,Products Read Test 3-17,text,true,,24119,369,150,307,http://localhost:3000/products,1957,0,0
1779136647075,2175,Get Products,200,OK,Products Read Test 3-53,text,true,,24119,369,149,306,http://localhost:3000/products,2175,0,2
1779136647117,2140,Get Products,200,OK,Products Read Test 3-55,text,true,,24119,369,149,308,http://localhost:3000/products,2140,0,1
1779136647135,2162,Get Products,200,OK,Products Read Test 3-56,text,true,,24238,369,150,307,http://localhost:3000/products,2162,0,2
1779136647209,2120,Get Products,200,OK,Products Read Test 3-16,text,true,,24119,369,152,308,http://localhost:3000/products,2120,0,0
1779136647155,2239,Get Products,200,OK,Products Read Test 3-57,text,true,,24238,369,154,313,http://localhost:3000/products,2239,0,1
1779136647177,2225,Get Products,200,OK,Products Read Test 3-58,text,true,,24238,369,154,313,http://localhost:3000/products,2225,0,2
1779136647195,2219,Get Products,200,OK,Products Read Test 3-59,text,true,,24238,369,155,312,http://localhost:3000/products,2219,0,1
1779136647448,2072,Get Products,200,OK,Products Read Test 3-4,text,true,,24238,369,161,329,http://localhost:3000/products,2072,0,0
1779136647470,2058,Get Products,200,OK,Products Read Test 3-18,text,true,,24238,369,160,330,http://localhost:3000/products,2058,0,0
1779136647236,2338,Get Products,200,OK,Products Read Test 3-61,text,true,,24238,369,161,332,http://localhost:3000/products,2338,0,2
1779136647248,2345,Get Products,200,OK,Products Read Test 3-65,text,true,,24238,369,162,334,http://localhost:3000/products,2345,0,2
1779136647562,2081,Get Products,200,OK,Products Read Test 3-19,text,true,,24238,369,164,339,http://localhost:3000/products,2081,0,0
1779136647577,2069,Get Products,200,OK,Products Read Test 3-24,text,true,,24238,369,164,340,http://localhost:3000/products,2069,0,0
1779136647308,2426,Get Products,200,OK,Products Read Test 3-68,text,true,,24238,369,168,347,http://localhost:3000/products,2426,0,3
1779136647257,2522,Get Products,200,OK,Products Read Test 3-62,text,true,,24238,369,170,350,http://localhost:3000/products,2522,0,2
1779136647277,2506,Get Products,200,OK,Products Read Test 3-63,text,true,,24238,369,170,351,http://localhost:3000/products,2506,0,2
1779136647291,2497,Get Products,200,OK,Products Read Test 3-60,text,true,,24238,369,171,352,http://localhost:3000/products,2496,0,1
1779136647337,2464,Get Products,200,OK,Products Read Test 3-66,text,true,,24238,369,171,352,http://localhost:3000/products,2464,0,2
1779136647358,2452,Get Products,200,OK,Products Read Test 3-67,text,true,,24238,369,171,349,http://localhost:3000/products,2452,0,3
1779136647370,2444,Get Products,200,OK,Products Read Test 3-64,text,true,,24238,369,171,351,http://localhost:3000/products,2444,0,2
1779136647397,2457,Get Products,200,OK,Products Read Test 3-69,text,true,,24238,369,173,354,http://localhost:3000/products,2457,0,3
1779136647598,2359,Get Products,200,OK,Products Read Test 3-22,text,true,,24238,369,178,371,http://localhost:3000/products,2359,0,0
1779136647418,2531,Get Products,200,OK,Products Read Test 3-70,text,true,,24238,369,178,370,http://localhost:3000/products,2531,0,2
1779136647438,2604,Get Products,200,OK,Products Read Test 3-71,text,true,,24238,369,183,368,http://localhost:3000/products,2604,0,2
1779136647593,2456,Get Products,200,OK,Products Read Test 3-5,text,true,,24238,369,183,369,http://localhost:3000/products,2456,0,0
1779136647641,2443,Get Products,200,OK,Products Read Test 3-23,text,true,,24238,369,183,371,http://localhost:3000/products,2443,0,0
1779136647673,2434,Get Products,200,OK,Products Read Test 3-21,text,true,,24238,369,185,377,http://localhost:3000/products,2434,0,0
1779136647458,2653,Get Products,200,OK,Products Read Test 3-72,text,true,,24238,369,184,376,http://localhost:3000/products,2653,0,2
1779136647478,2762,Get Products,200,OK,Products Read Test 3-73,text,true,,24238,369,189,385,http://localhost:3000/products,2761,0,2
1779136647498,2748,Get Products,200,OK,Products Read Test 3-74,text,true,,24238,369,190,387,http://localhost:3000/products,2748,0,2
1779136647518,2742,Get Products,200,OK,Products Read Test 3-75,text,true,,24238,369,190,388,http://localhost:3000/products,2742,0,1
1779136647548,2737,Get Products,200,OK,Products Read Test 3-80,text,true,,24238,369,193,385,http://localhost:3000/products,2737,0,2
1779136647560,2729,Get Products,200,OK,Products Read Test 3-77,text,true,,24238,369,193,386,http://localhost:3000/products,2729,0,2
1779136647580,2898,Get Products,200,OK,Products Read Test 3-78,text,true,,24238,369,200,402,http://localhost:3000/products,2898,0,1
1779136647600,2888,Get Products,200,OK,Products Read Test 3-79,text,true,,24238,369,201,404,http://localhost:3000/products,2888,0,2
1779136647614,2878,Get Products,200,OK,Products Read Test 3-76,text,true,,24238,369,201,405,http://localhost:3000/products,2878,0,2
1779136647640,3001,Get Products,200,OK,Products Read Test 3-81,text,true,,24357,369,208,416,http://localhost:3000/products,3001,0,2
1779136647842,2833,Get Products,200,OK,Products Read Test 3-25,text,true,,24357,369,210,419,http://localhost:3000/products,2833,0,0
1779136647863,2834,Get Products,200,OK,Products Read Test 3-29,text,true,,24357,369,210,422,http://localhost:3000/products,2833,0,0
1779136647659,3050,Get Products,200,OK,Products Read Test 3-82,text,true,,24357,369,210,424,http://localhost:3000/products,3050,0,2
1779136647680,3034,Get Products,200,OK,Products Read Test 3-83,text,true,,24357,369,210,424,http://localhost:3000/products,3034,0,3
1779136647701,3060,Get Products,200,OK,Products Read Test 3-84,text,true,,24357,369,212,426,http://localhost:3000/products,3060,0,2
1779136647720,3198,Get Products,200,OK,Products Read Test 3-85,text,true,,24357,369,220,441,http://localhost:3000/products,3198,0,2
1779136647741,3184,Get Products,200,OK,Products Read Test 3-86,text,true,,24357,369,221,443,http://localhost:3000/products,3184,0,3
1779136647802,3150,Get Products,200,OK,Products Read Test 3-89,text,true,,24357,369,222,449,http://localhost:3000/products,3149,0,3
1779136647782,3161,Get Products,200,OK,Products Read Test 3-88,text,true,,24357,369,222,448,http://localhost:3000/products,3161,0,2
1779136647760,3172,Get Products,200,OK,Products Read Test 3-87,text,true,,24357,369,221,445,http://localhost:3000/products,3172,0,2
1779136647822,3154,Get Products,200,OK,Products Read Test 3-90,text,true,,24357,369,223,443,http://localhost:3000/products,3153,0,3
1779136648071,3065,Get Products,200,OK,Products Read Test 3-6,text,true,,24476,369,231,456,http://localhost:3000/products,3065,0,0
1779136648145,2998,Get Products,200,OK,Products Read Test 3-26,text,true,,24476,369,230,456,http://localhost:3000/products,2998,0,0
1779136647828,3322,Get Products,200,OK,Products Read Test 3-94,text,true,,24476,369,230,456,http://localhost:3000/products,3322,0,2
1779136647841,3327,Get Products,200,OK,Products Read Test 3-91,text,true,,24476,369,231,457,http://localhost:3000/products,3326,0,2
1779136647862,3320,Get Products,200,OK,Products Read Test 3-92,text,true,,24476,369,231,459,http://localhost:3000/products,3320,0,3
1779136647883,3305,Get Products,200,OK,Products Read Test 3-93,text,true,,24476,369,232,460,http://localhost:3000/products,3305,0,4
1779136647983,3351,Get Products,200,OK,Products Read Test 3-98,text,true,,24476,369,239,478,http://localhost:3000/products,3351,0,3
1779136647922,3460,Get Products,200,OK,Products Read Test 3-95,text,true,,24476,369,242,478,http://localhost:3000/products,3460,0,3
1779136647928,3462,Get Products,200,OK,Products Read Test 3-99,text,true,,24476,369,243,479,http://localhost:3000/products,3462,0,2
1779136647942,3456,Get Products,200,OK,Products Read Test 3-96,text,true,,24476,369,243,480,http://localhost:3000/products,3456,0,2
1779136647962,3443,Get Products,200,OK,Products Read Test 3-97,text,true,,24476,369,244,482,http://localhost:3000/products,3443,0,2
1779136648008,3439,Get Products,200,OK,Products Read Test 3-103,text,true,,24476,369,245,483,http://localhost:3000/products,3439,0,3
1779136648241,3286,Get Products,200,OK,Products Read Test 3-7,text,true,,24476,369,251,496,http://localhost:3000/products,3286,0,0
1779136648255,3276,Get Products,200,OK,Products Read Test 3-27,text,true,,24595,369,250,496,http://localhost:3000/products,3276,0,0
1779136648251,3320,Get Products,200,OK,Products Read Test 3-30,text,true,,24595,369,251,497,http://localhost:3000/products,3320,0,0
1779136648265,3315,Get Products,200,OK,Products Read Test 3-28,text,true,,24595,369,250,496,http://localhost:3000/products,3315,0,0
1779136648269,3319,Get Products,200,OK,Products Read Test 3-32,text,true,,24595,369,249,496,http://localhost:3000/products,3319,0,0
1779136648280,3356,Get Products,200,OK,Products Read Test 3-31,text,true,,24595,369,249,493,http://localhost:3000/products,3356,0,0
1779136648349,3380,Get Products,200,OK,Products Read Test 3-35,text,true,,24595,369,254,508,http://localhost:3000/products,3380,0,0
1779136648394,3340,Get Products,200,OK,Products Read Test 3-36,text,true,,24595,369,253,507,http://localhost:3000/products,3340,0,0
1779136648449,3289,Get Products,200,OK,Products Read Test 3-44,text,true,,24595,369,252,506,http://localhost:3000/products,3289,0,0
1779136648022,3743,Get Products,200,OK,Products Read Test 3-100,text,true,,24595,369,253,498,http://localhost:3000/products,3742,0,2
1779136648284,3498,Get Products,200,OK,Products Read Test 3-33,text,true,,24595,369,253,499,http://localhost:3000/products,3498,0,0
1779136648405,3381,Get Products,200,OK,Products Read Test 3-37,text,true,,24595,369,252,498,http://localhost:3000/products,3381,0,0
1779136648419,3371,Get Products,200,OK,Products Read Test 3-34,text,true,,24595,369,251,497,http://localhost:3000/products,3371,0,0
1779136648440,3354,Get Products,200,OK,Products Read Test 3-40,text,true,,24595,369,250,498,http://localhost:3000/products,3354,0,0
1779136648458,3340,Get Products,200,OK,Products Read Test 3-41,text,true,,24595,369,249,497,http://localhost:3000/products,3340,0,0
1779136648043,3813,Get Products,200,OK,Products Read Test 3-101,text,true,,24595,369,251,497,http://localhost:3000/products,3813,0,1
1779136648062,3801,Get Products,200,OK,Products Read Test 3-102,text,true,,24595,369,251,499,http://localhost:3000/products,3801,0,2
1779136648102,3871,Get Products,200,OK,Products Read Test 3-104,text,true,,24595,369,257,511,http://localhost:3000/products,3871,0,1
1779136648122,3857,Get Products,200,OK,Products Read Test 3-105,text,true,,24595,369,257,511,http://localhost:3000/products,3857,0,2
1779136648142,3844,Get Products,200,OK,Products Read Test 3-106,text,true,,24595,369,258,513,http://localhost:3000/products,3844,0,1
1779136648161,3852,Get Products,200,OK,Products Read Test 3-107,text,true,,24714,369,259,505,http://localhost:3000/products,3852,0,2
1779136648545,3627,Get Products,200,OK,Products Read Test 3-39,text,true,,24714,369,267,526,http://localhost:3000/products,3627,0,0
1779136648641,3540,Get Products,200,OK,Products Read Test 3-38,text,true,,24714,369,266,526,http://localhost:3000/products,3540,0,0
1779136648647,3726,Get Products,200,OK,Products Read Test 3-42,text,true,,24714,369,276,536,http://localhost:3000/products,3726,0,0
1779136648749,3630,Get Products,200,OK,Products Read Test 3-46,text,true,,24714,369,275,534,http://localhost:3000/products,3630,0,0
1779136648221,4163,Get Products,200,OK,Products Read Test 3-110,text,true,,24714,369,274,534,http://localhost:3000/products,4163,0,2
1779136648242,4148,Get Products,200,OK,Products Read Test 3-111,text,true,,24714,369,274,534,http://localhost:3000/products,4147,0,2
1779136648253,4140,Get Products,200,OK,Products Read Test 3-108,text,true,,24714,369,274,535,http://localhost:3000/products,4140,0,1
1779136648262,4135,Get Products,200,OK,Products Read Test 3-112,text,true,,24714,369,274,535,http://localhost:3000/products,4135,0,2
1779136648274,4128,Get Products,200,OK,Products Read Test 3-109,text,true,,24714,369,274,535,http://localhost:3000/products,4128,0,3
1779136648302,4268,Get Products,200,OK,Products Read Test 3-114,text,true,,24833,369,284,542,http://localhost:3000/products,4268,0,2
1779136648323,4255,Get Products,200,OK,Products Read Test 3-115,text,true,,24833,369,284,544,http://localhost:3000/products,4255,0,2
1779136648342,4248,Get Products,200,OK,Products Read Test 3-116,text,true,,24833,369,285,546,http://localhost:3000/products,4248,0,2
1779136648355,4251,Get Products,200,OK,Products Read Test 3-113,text,true,,24952,369,285,546,http://localhost:3000/products,4251,0,2
1779136648362,4251,Get Products,200,OK,Products Read Test 3-117,text,true,,24952,369,285,544,http://localhost:3000/products,4251,0,2
1779136648382,4354,Get Products,200,OK,Products Read Test 3-118,text,true,,24952,369,291,556,http://localhost:3000/products,4354,0,3
1779136648837,3939,Get Products,200,OK,Products Read Test 3-43,text,true,,24952,369,293,556,http://localhost:3000/products,3939,0,0
1779136648846,3943,Get Products,200,OK,Products Read Test 3-45,text,true,,24952,369,293,557,http://localhost:3000/products,3942,0,0
1779136648993,3803,Get Products,200,OK,Products Read Test 3-51,text,true,,24952,369,292,556,http://localhost:3000/products,3803,0,0
1779136648402,4401,Get Products,200,OK,Products Read Test 3-119,text,true,,24952,369,292,557,http://localhost:3000/products,4401,0,1
1779136648462,4456,Get Products,200,OK,Products Read Test 3-122,text,true,,24952,369,297,574,http://localhost:3000/products,4456,0,4
1779136648523,4400,Get Products,200,OK,Products Read Test 3-125,text,true,,24952,369,298,576,http://localhost:3000/products,4400,0,5
1779136648424,4539,Get Products,200,OK,Products Read Test 3-120,text,true,,24952,369,300,577,http://localhost:3000/products,4539,0,1
1779136648481,4486,Get Products,200,OK,Products Read Test 3-123,text,true,,24952,369,300,577,http://localhost:3000/products,4486,0,4
1779136648488,4482,Get Products,200,OK,Products Read Test 3-127,text,true,,24952,369,300,577,http://localhost:3000/products,4482,0,2
1779136648502,4471,Get Products,200,OK,Products Read Test 3-124,text,true,,24952,369,300,577,http://localhost:3000/products,4471,0,2
1779136648513,4464,Get Products,200,OK,Products Read Test 3-121,text,true,,24952,369,300,578,http://localhost:3000/products,4464,0,3
1779136648543,4487,Get Products,200,OK,Products Read Test 3-126,text,true,,24952,369,303,576,http://localhost:3000/products,4487,0,3
1779136648585,4449,Get Products,200,OK,Products Read Test 3-128,text,true,,24952,369,303,577,http://localhost:3000/products,4449,0,2
1779136649057,4110,Get Products,200,OK,Products Read Test 3-47,text,true,,24952,369,310,585,http://localhost:3000/products,4110,0,0
1779136649064,4106,Get Products,200,OK,Products Read Test 3-48,text,true,,24952,369,309,584,http://localhost:3000/products,4106,0,0
1779136649073,4104,Get Products,200,OK,Products Read Test 3-49,text,true,,24952,369,308,583,http://localhost:3000/products,4104,0,0
1779136649077,4109,Get Products,200,OK,Products Read Test 3-50,text,true,,24952,369,308,585,http://localhost:3000/products,4109,0,0
1779136649088,4108,Get Products,200,OK,Products Read Test 3-54,text,true,,25071,369,307,583,http://localhost:3000/products,4108,0,0
1779136649105,4101,Get Products,200,OK,Products Read Test 3-52,text,true,,25071,369,307,580,http://localhost:3000/products,4101,0,0
1779136649251,3966,Get Products,200,OK,Products Read Test 3-53,text,true,,25071,369,306,579,http://localhost:3000/products,3965,0,0
1779136648663,4665,Get Products,200,OK,Products Read Test 3-132,text,true,,25071,369,312,601,http://localhost:3000/products,4665,0,3
1779136649258,4114,Get Products,200,OK,Products Read Test 3-55,text,true,,25071,369,313,599,http://localhost:3000/products,4114,0,0
1779136649298,4078,Get Products,200,OK,Products Read Test 3-56,text,true,,25071,369,312,598,http://localhost:3000/products,4078,0,0
1779136648605,4776,Get Products,200,OK,Products Read Test 3-129,text,true,,25071,369,311,598,http://localhost:3000/products,4776,0,3
1779136648685,4703,Get Products,200,OK,Products Read Test 3-133,text,true,,25071,369,312,600,http://localhost:3000/products,4703,0,3
1779136648693,4702,Get Products,200,OK,Products Read Test 3-130,text,true,,25071,369,312,600,http://localhost:3000/products,4702,0,2
1779136648705,4762,Get Products,200,OK,Products Read Test 3-134,text,true,,25190,369,316,602,http://localhost:3000/products,4762,0,3
1779136648713,4863,Get Products,200,OK,Products Read Test 3-131,text,true,,25190,369,321,610,http://localhost:3000/products,4863,0,2
1779136648726,4870,Get Products,200,OK,Products Read Test 3-135,text,true,,25190,369,322,613,http://localhost:3000/products,4870,0,3
1779136648745,4858,Get Products,200,OK,Products Read Test 3-136,text,true,,25190,369,322,614,http://localhost:3000/products,4858,0,3
1779136648765,4854,Get Products,200,OK,Products Read Test 3-137,text,true,,25190,369,323,617,http://localhost:3000/products,4854,0,2
1779136649395,4398,Get Products,200,OK,Products Read Test 3-57,text,true,,25190,369,332,635,http://localhost:3000/products,4398,0,0
1779136649402,4405,Get Products,200,OK,Products Read Test 3-58,text,true,,25190,369,332,637,http://localhost:3000/products,4405,0,0
1779136649414,4406,Get Products,200,OK,Products Read Test 3-59,text,true,,25190,369,331,638,http://localhost:3000/products,4406,0,0
1779136648785,5042,Get Products,200,OK,Products Read Test 3-138,text,true,,25190,369,331,640,http://localhost:3000/products,5042,0,2
1779136648788,5208,Get Products,200,OK,Products Read Test 3-142,text,true,,25190,369,339,638,http://localhost:3000/products,5207,0,1
1779136648806,5194,Get Products,200,OK,Products Read Test 3-139,text,true,,25190,369,339,639,http://localhost:3000/products,5194,0,3
1779136648826,5190,Get Products,200,OK,Products Read Test 3-140,text,true,,25190,369,340,640,http://localhost:3000/products,5190,0,1
1779136648844,5179,Get Products,200,OK,Products Read Test 3-141,text,true,,25190,369,340,643,http://localhost:3000/products,5179,0,3
1779136648905,5123,Get Products,200,OK,Products Read Test 3-144,text,true,,25190,369,341,644,http://localhost:3000/products,5123,0,2
1779136648925,5293,Get Products,200,OK,Products Read Test 3-145,text,true,,25309,369,350,659,http://localhost:3000/products,5293,0,4
1779136648945,5297,Get Products,200,OK,Products Read Test 3-146,text,true,,25428,369,351,662,http://localhost:3000/products,5297,0,4
1779136648955,5291,Get Products,200,OK,Products Read Test 3-143,text,true,,25428,369,352,664,http://localhost:3000/products,5291,0,3
1779136648965,5290,Get Products,200,OK,Products Read Test 3-147,text,true,,25428,369,352,664,http://localhost:3000/products,5290,0,4
1779136648985,5409,Get Products,200,OK,Products Read Test 3-148,text,true,,25428,369,360,674,http://localhost:3000/products,5408,0,2
1779136649575,4838,Get Products,200,OK,Products Read Test 3-61,text,true,,25428,369,360,669,http://localhost:3000/products,4838,0,0
1779136649593,4853,Get Products,200,OK,Products Read Test 3-65,text,true,,25428,369,359,670,http://localhost:3000/products,4853,0,0
1779136649735,4717,Get Products,200,OK,Products Read Test 3-68,text,true,,25428,369,360,677,http://localhost:3000/products,4717,0,0
1779136649023,5442,Get Products,200,OK,Products Read Test 3-150,text,true,,25428,369,360,680,http://localhost:3000/products,5442,0,2
1779136649004,5454,Get Products,200,OK,Products Read Test 3-149,text,true,,25428,369,359,678,http://localhost:3000/products,5454,0,3
1779136649045,5428,Get Products,200,OK,Products Read Test 3-151,text,true,,25428,369,360,681,http://localhost:3000/products,5428,0,1
1779136649063,5422,Get Products,200,OK,Products Read Test 3-152,text,true,,25428,369,361,677,http://localhost:3000/products,5422,0,3
1779136649084,5421,Get Products,200,OK,Products Read Test 3-153,text,true,,25428,369,362,678,http://localhost:3000/products,5421,0,3
1779136649123,5476,Get Products,200,OK,Products Read Test 3-155,text,true,,25428,369,367,690,http://localhost:3000/products,5476,0,2
1779136649144,5460,Get Products,200,OK,Products Read Test 3-156,text,true,,25428,369,368,692,http://localhost:3000/products,5460,0,2
1779136654683,7,Get Products,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:3000 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Products Read Test 3-433,text,false,,2631,0,372,691,http://localhost:3000/products,0,0,7
1779136654691,3,Get Products,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:3000 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Products Read Test 3-433,text,false,,2631,0,372,691,http://localhost:3000/products,0,0,3
1779136649779,4919,Get Products,200,OK,Products Read Test 3-62,text,true,,25428,369,371,689,http://localhost:3000/products,4919,0,0
