timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1779136653623,7914,Add Product,201,Created,Product Queue Test 4-76,text,true,,378,519,23,213,http://localhost:3000/products,7914,0,4
1779136653723,7838,Add Product,201,Created,Product Queue Test 4-77,text,true,,378,519,22,204,http://localhost:3000/products,7838,0,2
1779136653823,7848,Add Product,201,Created,Product Queue Test 4-78,text,true,,378,519,21,181,http://localhost:3000/products,7848,0,2
1779136653923,7750,Add Product,201,Created,Product Queue Test 4-79,text,true,,378,519,20,180,http://localhost:3000/products,7750,0,3
1779136654023,7651,Add Product,201,Created,Product Queue Test 4-80,text,true,,378,519,19,179,http://localhost:3000/products,7651,0,3
1779136654123,7597,Add Product,201,Created,Product Queue Test 4-81,text,true,,378,519,18,170,http://localhost:3000/products,7597,0,2
1779136654224,7498,Add Product,201,Created,Product Queue Test 4-82,text,true,,378,519,17,169,http://localhost:3000/products,7498,0,3
1779136654448,7333,Add Product,201,Created,Product Queue Test 4-84,text,true,,378,519,16,160,http://localhost:3000/products,7333,0,2
1779136654322,7465,Add Product,201,Created,Product Queue Test 4-83,text,true,,378,519,15,158,http://localhost:3000/products,7465,0,3
1779136654523,7311,Add Product,201,Created,Product Queue Test 4-85,text,true,,378,519,14,147,http://localhost:3000/products,7311,0,4
1779136654624,7261,Add Product,201,Created,Product Queue Test 4-86,text,true,,378,519,13,138,http://localhost:3000/products,7261,0,4
1779136654924,6966,Add Product,201,Created,Product Queue Test 4-89,text,true,,378,519,12,136,http://localhost:3000/products,6966,0,2
1779136655024,6904,Add Product,201,Created,Product Queue Test 4-90,text,true,,378,519,11,128,http://localhost:3000/products,6904,0,3
1779136655223,6736,Add Product,201,Created,Product Queue Test 4-92,text,true,,378,519,10,121,http://localhost:3000/products,6736,0,1
1779136655124,6838,Add Product,201,Created,Product Queue Test 4-91,text,true,,378,519,9,120,http://localhost:3000/products,6838,0,3
1779136655322,6658,Add Product,201,Created,Product Queue Test 4-93,text,true,,378,519,8,116,http://localhost:3000/products,6658,0,2
1779136655424,6605,Add Product,201,Created,Product Queue Test 4-94,text,true,,378,519,7,108,http://localhost:3000/products,6605,0,2
1779136655525,6505,Add Product,201,Created,Product Queue Test 4-95,text,true,,378,519,6,107,http://localhost:3000/products,6505,0,2
1779136655625,6453,Add Product,201,Created,Product Queue Test 4-96,text,true,,378,519,5,93,http://localhost:3000/products,6453,0,3
1779136655724,6356,Add Product,201,Created,Product Queue Test 4-97,text,true,,378,519,4,92,http://localhost:3000/products,6356,0,2
1779136655825,6312,Add Product,201,Created,Product Queue Test 4-98,text,true,,378,519,3,83,http://localhost:3000/products,6312,0,2
1779136655857,6288,Add Product,201,Created,Product Queue Test 4-99,text,true,,378,519,2,82,http://localhost:3000/products,6288,0,1
1779136656024,6144,Add Product,201,Created,Product Queue Test 4-100,text,true,,378,519,1,80,http://localhost:3000/products,6144,0,2
